population,LongestCommonSubsequence
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
2,0.019230769230769232
3,0.038461538461538464
3,0.019230769230769232
3,0.038461538461538464
3,0.038461538461538464
3,0.038461538461538464
3,0.019230769230769232
3,0.038461538461538464
3,0.038461538461538464
3,0.038461538461538464
3,0.038461538461538464
4,0.057692307692307696
4,0.038461538461538464
4,0.057692307692307696
4,0.057692307692307696
4,0.057692307692307696
4,0.038461538461538464
4,0.038461538461538464
4,0.057692307692307696
4,0.057692307692307696
4,0.057692307692307696
5,0.07692307692307693
5,0.057692307692307696
5,0.07692307692307693
5,0.07692307692307693
5,0.057692307692307696
5,0.057692307692307696
5,0.038461538461538464
5,0.07692307692307693
5,0.07692307692307693
5,0.07692307692307693
6,0.09615384615384616
6,0.07692307692307693
6,0.09615384615384616
6,0.09615384615384616
6,0.038461538461538464
6,0.07692307692307693
6,0.038461538461538464
6,0.09615384615384616
6,0.09615384615384616
6,0.07692307692307693
7,0.11538461538461539
7,0.09615384615384616
7,0.07692307692307693
7,0.11538461538461539
7,0.057692307692307696
7,0.09615384615384616
7,0.057692307692307696
7,0.09615384615384616
7,0.07692307692307693
7,0.09615384615384616
8,0.1346153846153846
8,0.11538461538461539
8,0.057692307692307696
8,0.1346153846153846
8,0.07692307692307693
8,0.11538461538461539
8,0.07692307692307693
8,0.11538461538461539
8,0.09615384615384616
8,0.09615384615384616
9,0.15384615384615385
9,0.1346153846153846
9,0.07692307692307693
9,0.1346153846153846
9,0.09615384615384616
9,0.11538461538461539
9,0.09615384615384616
9,0.1346153846153846
9,0.07692307692307693
9,0.11538461538461539
10,0.15384615384615385
10,0.15384615384615385
10,0.057692307692307696
10,0.1346153846153846
10,0.11538461538461539
10,0.1346153846153846
10,0.11538461538461539
10,0.1346153846153846
10,0.057692307692307696
10,0.1346153846153846
11,0.15384615384615385
11,0.17307692307692307
11,0.07692307692307693
11,0.15384615384615385
11,0.1346153846153846
11,0.1346153846153846
11,0.1346153846153846
11,0.15384615384615385
11,0.07692307692307693
11,0.15384615384615385
12,0.17307692307692307
12,0.19230769230769232
12,0.09615384615384616
12,0.15384615384615385
12,0.1346153846153846
12,0.15384615384615385
12,0.1346153846153846
12,0.15384615384615385
12,0.07692307692307693
12,0.17307692307692307
13,0.19230769230769232
13,0.19230769230769232
13,0.11538461538461539
13,0.17307692307692307
13,0.15384615384615385
13,0.17307692307692307
13,0.15384615384615385
13,0.15384615384615385
13,0.09615384615384616
13,0.17307692307692307
14,0.19230769230769232
14,0.19230769230769232
14,0.1346153846153846
14,0.19230769230769232
14,0.17307692307692307
14,0.19230769230769232
14,0.1346153846153846
14,0.15384615384615385
14,0.11538461538461539
14,0.19230769230769232
15,0.17307692307692307
15,0.17307692307692307
15,0.1346153846153846
15,0.21153846153846154
15,0.19230769230769232
15,0.21153846153846154
15,0.11538461538461539
15,0.17307692307692307
15,0.1346153846153846
15,0.19230769230769232
16,0.19230769230769232
16,0.19230769230769232
16,0.15384615384615385
16,0.21153846153846154
16,0.19230769230769232
16,0.23076923076923078
16,0.1346153846153846
16,0.19230769230769232
16,0.1346153846153846
16,0.21153846153846154
17,0.21153846153846154
17,0.19230769230769232
17,0.17307692307692307
17,0.21153846153846154
17,0.19230769230769232
17,0.23076923076923078
17,0.15384615384615385
17,0.19230769230769232
17,0.15384615384615385
17,0.23076923076923078
18,0.23076923076923078
18,0.19230769230769232
18,0.15384615384615385
18,0.21153846153846154
18,0.21153846153846154
18,0.25
18,0.17307692307692307
18,0.21153846153846154
18,0.17307692307692307
18,0.21153846153846154
19,0.25
19,0.19230769230769232
19,0.15384615384615385
19,0.19230769230769232
19,0.21153846153846154
19,0.25
19,0.17307692307692307
19,0.21153846153846154
19,0.17307692307692307
19,0.21153846153846154
20,0.2692307692307692
20,0.19230769230769232
20,0.1346153846153846
20,0.17307692307692307
20,0.21153846153846154
20,0.23076923076923078
20,0.19230769230769232
20,0.21153846153846154
20,0.19230769230769232
20,0.21153846153846154
21,0.2692307692307692
21,0.21153846153846154
21,0.15384615384615385
21,0.19230769230769232
21,0.23076923076923078
21,0.25
21,0.19230769230769232
21,0.23076923076923078
21,0.19230769230769232
21,0.19230769230769232
22,0.28846153846153844
22,0.21153846153846154
22,0.1346153846153846
22,0.21153846153846154
22,0.25
22,0.25
22,0.21153846153846154
22,0.23076923076923078
22,0.21153846153846154
22,0.17307692307692307
23,0.28846153846153844
23,0.23076923076923078
23,0.1346153846153846
23,0.21153846153846154
23,0.2692307692307692
23,0.23076923076923078
23,0.19230769230769232
23,0.25
23,0.21153846153846154
23,0.19230769230769232
24,0.28846153846153844
24,0.25
24,0.15384615384615385
24,0.21153846153846154
24,0.2692307692307692
24,0.25
24,0.21153846153846154
24,0.2692307692307692
24,0.23076923076923078
24,0.19230769230769232
25,0.28846153846153844
25,0.25
25,0.15384615384615385
25,0.19230769230769232
25,0.2692307692307692
25,0.2692307692307692
25,0.21153846153846154
25,0.2692307692307692
25,0.25
25,0.21153846153846154
26,0.3076923076923077
26,0.25
26,0.17307692307692307
26,0.21153846153846154
26,0.28846153846153844
26,0.28846153846153844
26,0.19230769230769232
26,0.2692307692307692
26,0.25
26,0.21153846153846154
27,0.28846153846153844
27,0.25
27,0.17307692307692307
27,0.23076923076923078
27,0.2692307692307692
27,0.2692307692307692
27,0.21153846153846154
27,0.28846153846153844
27,0.2692307692307692
27,0.21153846153846154
28,0.2692307692307692
28,0.25
28,0.15384615384615385
28,0.23076923076923078
28,0.25
28,0.2692307692307692
28,0.21153846153846154
28,0.3076923076923077
28,0.2692307692307692
28,0.21153846153846154
29,0.25
29,0.23076923076923078
29,0.15384615384615385
29,0.23076923076923078
29,0.23076923076923078
29,0.2692307692307692
29,0.23076923076923078
29,0.3076923076923077
29,0.2692307692307692
29,0.23076923076923078
30,0.23076923076923078
30,0.25
30,0.17307692307692307
30,0.25
30,0.23076923076923078
30,0.2692307692307692
30,0.25
30,0.3076923076923077
30,0.28846153846153844
30,0.23076923076923078
31,0.21153846153846154
31,0.25
31,0.15384615384615385
31,0.25
31,0.23076923076923078
31,0.28846153846153844
31,0.25
31,0.3269230769230769
31,0.3076923076923077
31,0.23076923076923078
32,0.23076923076923078
32,0.25
32,0.17307692307692307
32,0.25
32,0.23076923076923078
32,0.3076923076923077
32,0.25
32,0.3076923076923077
32,0.3269230769230769
32,0.23076923076923078
33,0.23076923076923078
33,0.25
33,0.19230769230769232
33,0.2692307692307692
33,0.25
33,0.3269230769230769
33,0.25
33,0.3269230769230769
33,0.34615384615384615
33,0.23076923076923078
34,0.25
34,0.2692307692307692
34,0.21153846153846154
34,0.2692307692307692
34,0.25
34,0.3076923076923077
34,0.25
34,0.34615384615384615
34,0.3269230769230769
34,0.23076923076923078
35,0.25
35,0.28846153846153844
35,0.23076923076923078
35,0.28846153846153844
35,0.25
35,0.28846153846153844
35,0.2692307692307692
35,0.3269230769230769
35,0.34615384615384615
35,0.25
36,0.23076923076923078
36,0.28846153846153844
36,0.25
36,0.28846153846153844
36,0.2692307692307692
36,0.3076923076923077
36,0.25
36,0.3269230769230769
36,0.34615384615384615
36,0.25
37,0.25
37,0.2692307692307692
37,0.2692307692307692
37,0.28846153846153844
37,0.25
37,0.28846153846153844
37,0.25
37,0.3269230769230769
37,0.36538461538461536
37,0.2692307692307692
38,0.2692307692307692
38,0.2692307692307692
38,0.2692307692307692
38,0.2692307692307692
38,0.23076923076923078
38,0.2692307692307692
38,0.2692307692307692
38,0.3269230769230769
38,0.38461538461538464
38,0.2692307692307692
39,0.2692307692307692
39,0.28846153846153844
39,0.25
39,0.2692307692307692
39,0.25
39,0.28846153846153844
39,0.28846153846153844
39,0.3269230769230769
39,0.38461538461538464
39,0.2692307692307692
40,0.2692307692307692
40,0.2692307692307692
40,0.25
40,0.2692307692307692
40,0.25
40,0.28846153846153844
40,0.28846153846153844
40,0.3076923076923077
40,0.38461538461538464
40,0.2692307692307692
41,0.25
41,0.2692307692307692
41,0.25
41,0.2692307692307692
41,0.2692307692307692
41,0.28846153846153844
41,0.28846153846153844
41,0.3269230769230769
41,0.40384615384615385
41,0.2692307692307692
42,0.25
42,0.28846153846153844
42,0.23076923076923078
42,0.28846153846153844
42,0.2692307692307692
42,0.2692307692307692
42,0.28846153846153844
42,0.34615384615384615
42,0.38461538461538464
42,0.28846153846153844
43,0.23076923076923078
43,0.28846153846153844
43,0.23076923076923078
43,0.28846153846153844
43,0.28846153846153844
43,0.28846153846153844
43,0.3076923076923077
43,0.34615384615384615
43,0.40384615384615385
43,0.3076923076923077
44,0.25
44,0.28846153846153844
44,0.25
44,0.28846153846153844
44,0.2692307692307692
44,0.28846153846153844
44,0.3076923076923077
44,0.3269230769230769
44,0.40384615384615385
44,0.3076923076923077
45,0.25
45,0.28846153846153844
45,0.25
45,0.3076923076923077
45,0.2692307692307692
45,0.2692307692307692
45,0.3269230769230769
45,0.3076923076923077
45,0.38461538461538464
45,0.3269230769230769
46,0.2692307692307692
46,0.28846153846153844
46,0.25
46,0.3076923076923077
46,0.28846153846153844
46,0.25
46,0.34615384615384615
46,0.28846153846153844
46,0.38461538461538464
46,0.3076923076923077
47,0.25
47,0.28846153846153844
47,0.2692307692307692
47,0.3076923076923077
47,0.3076923076923077
47,0.25
47,0.3269230769230769
47,0.28846153846153844
47,0.38461538461538464
47,0.3269230769230769
48,0.25
48,0.3076923076923077
48,0.2692307692307692
48,0.3076923076923077
48,0.3269230769230769
48,0.2692307692307692
48,0.34615384615384615
48,0.28846153846153844
48,0.38461538461538464
48,0.34615384615384615
49,0.2692307692307692
49,0.3076923076923077
49,0.28846153846153844
49,0.3076923076923077
49,0.3269230769230769
49,0.2692307692307692
49,0.3269230769230769
49,0.3076923076923077
49,0.40384615384615385
49,0.3269230769230769
50,0.28846153846153844
50,0.3076923076923077
50,0.28846153846153844
50,0.3076923076923077
50,0.3269230769230769
50,0.28846153846153844
50,0.34615384615384615
50,0.3269230769230769
50,0.40384615384615385
50,0.3269230769230769
51,0.28846153846153844
51,0.3269230769230769
51,0.28846153846153844
51,0.3076923076923077
51,0.3269230769230769
51,0.28846153846153844
51,0.34615384615384615
51,0.3269230769230769
51,0.4230769230769231
51,0.3269230769230769
52,0.3076923076923077
52,0.3269230769230769
52,0.28846153846153844
52,0.3076923076923077
52,0.34615384615384615
52,0.28846153846153844
52,0.34615384615384615
52,0.34615384615384615
52,0.40384615384615385
52,0.34615384615384615
53,0.3076923076923077
53,0.3269230769230769
53,0.28846153846153844
53,0.3076923076923077
53,0.36538461538461536
53,0.2692307692307692
53,0.36538461538461536
53,0.34615384615384615
53,0.38461538461538464
53,0.36538461538461536
54,0.3269230769230769
54,0.34615384615384615
54,0.28846153846153844
54,0.3269230769230769
54,0.34615384615384615
54,0.2692307692307692
54,0.36538461538461536
54,0.34615384615384615
54,0.40384615384615385
54,0.34615384615384615
55,0.34615384615384615
55,0.34615384615384615
55,0.2692307692307692
55,0.3269230769230769
55,0.3269230769230769
55,0.25
55,0.34615384615384615
55,0.34615384615384615
55,0.40384615384615385
55,0.34615384615384615
56,0.34615384615384615
56,0.36538461538461536
56,0.25
56,0.34615384615384615
56,0.3269230769230769
56,0.2692307692307692
56,0.36538461538461536
56,0.36538461538461536
56,0.40384615384615385
56,0.36538461538461536
57,0.36538461538461536
57,0.38461538461538464
57,0.23076923076923078
57,0.36538461538461536
57,0.3269230769230769
57,0.2692307692307692
57,0.36538461538461536
57,0.34615384615384615
57,0.40384615384615385
57,0.34615384615384615
58,0.38461538461538464
58,0.36538461538461536
58,0.23076923076923078
58,0.36538461538461536
58,0.3269230769230769
58,0.25
58,0.36538461538461536
58,0.3269230769230769
58,0.38461538461538464
58,0.34615384615384615
59,0.36538461538461536
59,0.36538461538461536
59,0.23076923076923078
59,0.38461538461538464
59,0.34615384615384615
59,0.2692307692307692
59,0.38461538461538464
59,0.3269230769230769
59,0.36538461538461536
59,0.34615384615384615
60,0.38461538461538464
60,0.36538461538461536
60,0.25
60,0.38461538461538464
60,0.34615384615384615
60,0.2692307692307692
60,0.38461538461538464
60,0.3269230769230769
60,0.38461538461538464
60,0.34615384615384615
61,0.38461538461538464
61,0.34615384615384615
61,0.2692307692307692
61,0.40384615384615385
61,0.34615384615384615
61,0.25
61,0.38461538461538464
61,0.3076923076923077
61,0.38461538461538464
61,0.36538461538461536
62,0.38461538461538464
62,0.34615384615384615
62,0.2692307692307692
62,0.40384615384615385
62,0.34615384615384615
62,0.2692307692307692
62,0.40384615384615385
62,0.3076923076923077
62,0.38461538461538464
62,0.36538461538461536
63,0.40384615384615385
63,0.36538461538461536
63,0.2692307692307692
63,0.40384615384615385
63,0.34615384615384615
63,0.25
63,0.40384615384615385
63,0.3076923076923077
63,0.36538461538461536
63,0.36538461538461536
64,0.38461538461538464
64,0.36538461538461536
64,0.2692307692307692
64,0.40384615384615385
64,0.3269230769230769
64,0.25
64,0.40384615384615385
64,0.3076923076923077
64,0.36538461538461536
64,0.38461538461538464
65,0.38461538461538464
65,0.36538461538461536
65,0.2692307692307692
65,0.40384615384615385
65,0.34615384615384615
65,0.2692307692307692
65,0.38461538461538464
65,0.3269230769230769
65,0.36538461538461536
65,0.38461538461538464
66,0.36538461538461536
66,0.36538461538461536
66,0.28846153846153844
66,0.4230769230769231
66,0.34615384615384615
66,0.28846153846153844
66,0.36538461538461536
66,0.3076923076923077
66,0.36538461538461536
66,0.40384615384615385
67,0.34615384615384615
67,0.36538461538461536
67,0.28846153846153844
67,0.40384615384615385
67,0.34615384615384615
67,0.3076923076923077
67,0.36538461538461536
67,0.3269230769230769
67,0.38461538461538464
67,0.4230769230769231
68,0.36538461538461536
68,0.36538461538461536
68,0.2692307692307692
68,0.38461538461538464
68,0.34615384615384615
68,0.3076923076923077
68,0.38461538461538464
68,0.3076923076923077
68,0.40384615384615385
68,0.4230769230769231
69,0.34615384615384615
69,0.34615384615384615
69,0.2692307692307692
69,0.38461538461538464
69,0.36538461538461536
69,0.3076923076923077
69,0.40384615384615385
69,0.3269230769230769
69,0.40384615384615385
69,0.4230769230769231
70,0.34615384615384615
70,0.34615384615384615
70,0.2692307692307692
70,0.40384615384615385
70,0.38461538461538464
70,0.3269230769230769
70,0.4230769230769231
70,0.3269230769230769
70,0.40384615384615385
70,0.4230769230769231
71,0.36538461538461536
71,0.36538461538461536
71,0.2692307692307692
71,0.4230769230769231
71,0.36538461538461536
71,0.3076923076923077
71,0.4230769230769231
71,0.3269230769230769
71,0.4230769230769231
71,0.4230769230769231
72,0.38461538461538464
72,0.36538461538461536
72,0.28846153846153844
72,0.4423076923076923
72,0.38461538461538464
72,0.3269230769230769
72,0.4230769230769231
72,0.3269230769230769
72,0.4230769230769231
72,0.4230769230769231
73,0.40384615384615385
73,0.36538461538461536
73,0.3076923076923077
73,0.4423076923076923
73,0.36538461538461536
73,0.3076923076923077
73,0.4230769230769231
73,0.3269230769230769
73,0.40384615384615385
73,0.4230769230769231
74,0.40384615384615385
74,0.36538461538461536
74,0.3076923076923077
74,0.4423076923076923
74,0.36538461538461536
74,0.3076923076923077
74,0.4423076923076923
74,0.3269230769230769
74,0.40384615384615385
74,0.4230769230769231
75,0.38461538461538464
75,0.36538461538461536
75,0.3269230769230769
75,0.4423076923076923
75,0.36538461538461536
75,0.28846153846153844
75,0.4230769230769231
75,0.3076923076923077
75,0.4230769230769231
75,0.4423076923076923
76,0.38461538461538464
76,0.34615384615384615
76,0.3076923076923077
76,0.4423076923076923
76,0.36538461538461536
76,0.3076923076923077
76,0.4230769230769231
76,0.3076923076923077
76,0.4423076923076923
76,0.4423076923076923
77,0.38461538461538464
77,0.3269230769230769
77,0.3076923076923077
77,0.46153846153846156
77,0.36538461538461536
77,0.3076923076923077
77,0.4423076923076923
77,0.3269230769230769
77,0.4423076923076923
77,0.4230769230769231
78,0.40384615384615385
78,0.34615384615384615
78,0.3076923076923077
78,0.46153846153846156
78,0.38461538461538464
78,0.28846153846153844
78,0.46153846153846156
78,0.3269230769230769
78,0.4423076923076923
78,0.4423076923076923
79,0.38461538461538464
79,0.34615384615384615
79,0.3076923076923077
79,0.4807692307692308
79,0.38461538461538464
79,0.28846153846153844
79,0.46153846153846156
79,0.3269230769230769
79,0.4423076923076923
79,0.4423076923076923
80,0.38461538461538464
80,0.36538461538461536
80,0.3269230769230769
80,0.4807692307692308
80,0.36538461538461536
80,0.28846153846153844
80,0.46153846153846156
80,0.3269230769230769
80,0.4230769230769231
80,0.4423076923076923
81,0.36538461538461536
81,0.36538461538461536
81,0.3269230769230769
81,0.5
81,0.38461538461538464
81,0.2692307692307692
81,0.4807692307692308
81,0.34615384615384615
81,0.40384615384615385
81,0.4230769230769231
82,0.36538461538461536
82,0.36538461538461536
82,0.34615384615384615
82,0.5
82,0.36538461538461536
82,0.2692307692307692
82,0.4807692307692308
82,0.36538461538461536
82,0.40384615384615385
82,0.4230769230769231
83,0.38461538461538464
83,0.36538461538461536
83,0.34615384615384615
83,0.5
83,0.38461538461538464
83,0.25
83,0.4807692307692308
83,0.38461538461538464
83,0.4230769230769231
83,0.4230769230769231
84,0.38461538461538464
84,0.36538461538461536
84,0.34615384615384615
84,0.4807692307692308
84,0.40384615384615385
84,0.25
84,0.46153846153846156
84,0.38461538461538464
84,0.40384615384615385
84,0.4230769230769231
85,0.40384615384615385
85,0.36538461538461536
85,0.36538461538461536
85,0.5
85,0.38461538461538464
85,0.25
85,0.4807692307692308
85,0.38461538461538464
85,0.38461538461538464
85,0.4230769230769231
86,0.40384615384615385
86,0.36538461538461536
86,0.36538461538461536
86,0.5192307692307693
86,0.38461538461538464
86,0.25
86,0.4807692307692308
86,0.38461538461538464
86,0.40384615384615385
86,0.4230769230769231
87,0.40384615384615385
87,0.38461538461538464
87,0.36538461538461536
87,0.5192307692307693
87,0.38461538461538464
87,0.2692307692307692
87,0.4807692307692308
87,0.40384615384615385
87,0.40384615384615385
87,0.4230769230769231
88,0.38461538461538464
88,0.38461538461538464
88,0.36538461538461536
88,0.5
88,0.38461538461538464
88,0.28846153846153844
88,0.4807692307692308
88,0.4230769230769231
88,0.38461538461538464
88,0.4230769230769231
89,0.38461538461538464
89,0.38461538461538464
89,0.36538461538461536
89,0.5
89,0.38461538461538464
89,0.2692307692307692
89,0.4807692307692308
89,0.40384615384615385
89,0.38461538461538464
89,0.4230769230769231
90,0.38461538461538464
90,0.38461538461538464
90,0.38461538461538464
90,0.5
90,0.38461538461538464
90,0.2692307692307692
90,0.5
90,0.40384615384615385
90,0.38461538461538464
90,0.4230769230769231
91,0.38461538461538464
91,0.36538461538461536
91,0.40384615384615385
91,0.5
91,0.38461538461538464
91,0.2692307692307692
91,0.5
91,0.40384615384615385
91,0.36538461538461536
91,0.4230769230769231
92,0.40384615384615385
92,0.34615384615384615
92,0.38461538461538464
92,0.5
92,0.38461538461538464
92,0.28846153846153844
92,0.4807692307692308
92,0.4230769230769231
92,0.36538461538461536
92,0.4230769230769231
93,0.40384615384615385
93,0.36538461538461536
93,0.38461538461538464
93,0.5
93,0.40384615384615385
93,0.3076923076923077
93,0.4807692307692308
93,0.40384615384615385
93,0.36538461538461536
93,0.4230769230769231
94,0.40384615384615385
94,0.38461538461538464
94,0.36538461538461536
94,0.5
94,0.40384615384615385
94,0.3269230769230769
94,0.5
94,0.4230769230769231
94,0.38461538461538464
94,0.4230769230769231
95,0.4230769230769231
95,0.38461538461538464
95,0.36538461538461536
95,0.5
95,0.40384615384615385
95,0.3269230769230769
95,0.5
95,0.40384615384615385
95,0.40384615384615385
95,0.4230769230769231
96,0.4423076923076923
96,0.38461538461538464
96,0.38461538461538464
96,0.5192307692307693
96,0.40384615384615385
96,0.3076923076923077
96,0.5
96,0.4230769230769231
96,0.4230769230769231
96,0.4230769230769231
97,0.4423076923076923
97,0.38461538461538464
97,0.38461538461538464
97,0.5384615384615384
97,0.38461538461538464
97,0.3076923076923077
97,0.4807692307692308
97,0.4230769230769231
97,0.4230769230769231
97,0.4230769230769231
98,0.4423076923076923
98,0.38461538461538464
98,0.38461538461538464
98,0.5384615384615384
98,0.38461538461538464
98,0.28846153846153844
98,0.46153846153846156
98,0.4230769230769231
98,0.4423076923076923
98,0.4230769230769231
99,0.4230769230769231
99,0.40384615384615385
99,0.38461538461538464
99,0.5192307692307693
99,0.38461538461538464
99,0.2692307692307692
99,0.46153846153846156
99,0.4423076923076923
99,0.4423076923076923
99,0.4230769230769231
100,0.40384615384615385
100,0.40384615384615385
100,0.40384615384615385
100,0.5192307692307693
100,0.38461538461538464
100,0.28846153846153844
100,0.4807692307692308
100,0.4423076923076923
100,0.4423076923076923
100,0.40384615384615385
